"DescripcionComercial","AnnioCorte","MesFactura","FormaFarmaceutica","CUMCodATC.x","PrincipioActivo","ViaAdministracion","PrecioMinimoUnitario","PrecioMaximoUnitario","ValorTotalFacturado","TotalUnidadesFacturadas","titular","CUMCodATC.y","descripcionatc"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",935000,935000,935000,1,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",935000,935000,935000,1,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",935000,935000,935000,1,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",935000,935000,935000,1,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",90909,90909,2545452,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",90909,90909,2545452,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",90909,90909,2545452,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",90909,90909,2545452,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",90909,90909,2545452,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",90909,90909,2545452,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",90909,90909,2545452,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",90909,90909,2545452,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",90909,90909,2545452,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",90909,90909,2545452,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",90909,90909,2545452,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",90909,90909,2545452,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",910000,2545452,5996804,3,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",910000,2545452,5996804,3,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",910000,2545452,5996804,3,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",910000,2545452,5996804,3,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",910000,2545452,5996804,3,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",910000,2545452,5996804,3,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",910000,2545452,5996804,3,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",910000,2545452,5996804,3,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",910000,2545452,5996804,3,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",910000,2545452,5996804,3,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",910000,2545452,5996804,3,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",910000,2545452,5996804,3,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",84800,84800,2374400,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",84800,84800,2374400,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",84800,84800,2374400,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",84800,84800,2374400,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",84800,84800,2374400,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",84800,84800,2374400,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",84800,84800,2374400,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",84800,84800,2374400,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",84800,84800,2374400,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",84800,84800,2374400,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",84800,84800,2374400,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",84800,84800,2374400,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",935000,1680000,935000,1,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",935000,1680000,935000,1,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",935000,1680000,935000,1,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",935000,1680000,935000,1,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",935000,1680000,935000,1,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",935000,1680000,935000,1,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",935000,1680000,935000,1,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",935000,1680000,935000,1,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",935000,1680000,935000,1,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",935000,1680000,935000,1,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",935000,1680000,935000,1,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",935000,1680000,935000,1,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",28203,28203,789684,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",28203,28203,789684,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",28203,28203,789684,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",28203,28203,789684,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",28203,28203,789684,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",28203,28203,789684,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",28203,28203,789684,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",28203,28203,789684,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",28203,28203,789684,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",28203,28203,789684,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",28203,28203,789684,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",28203,28203,789684,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",29017,29017,812476,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",29017,29017,812476,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",29017,29017,812476,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",29017,29017,812476,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",29017,29017,812476,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",29017,29017,812476,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",29017,29017,812476,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",29017,29017,812476,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",29017,29017,812476,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",29017,29017,812476,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",29017,29017,812476,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",29017,29017,812476,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",43200,43200,1209600,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",43200,43200,1209600,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",43200,43200,1209600,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",43200,43200,1209600,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",43200,43200,1209600,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",43200,43200,1209600,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",43200,43200,1209600,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",43200,43200,1209600,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",43200,43200,1209600,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",43200,43200,1209600,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",43200,43200,1209600,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",43200,43200,1209600,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",201313,201313,5636764,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",201313,201313,5636764,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",201313,201313,5636764,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",201313,201313,5636764,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",201313,201313,5636764,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",201313,201313,5636764,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",201313,201313,5636764,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",201313,201313,5636764,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",201313,201313,5636764,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",201313,201313,5636764,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",201313,201313,5636764,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","3","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",201313,201313,5636764,28,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","4","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",32500,32500,1820000,56,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","4","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",32500,32500,1820000,56,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","4","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",32500,32500,1820000,56,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","4","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",32500,32500,1820000,56,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","4","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",32500,32500,1820000,56,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","4","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",32500,32500,1820000,56,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","4","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",32500,32500,1820000,56,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
"SINGOMOD","2023","4","CAPSULA DURA","L04AA27","CLORHIDRATO DE FINGOLIMOD  EQUIVALENTE A FINGOLIMOD","ORAL",32500,32500,1820000,56,"MSN LABORATORIES PRIVATE LIMITED","L04AA27","FINGOLIMOD"
